time,x1,x2,x3,x4
0.58,1.4493930371297818,1.7136213967444784,1.7063098405606834,-0.5339960657947378
0.6,1.4739942982103322,1.7633691105985219,1.6966740345467828,-0.5368594195251779
0.62,1.4978379238133723,1.8137045313795122,1.6871058844548084,-0.541253523545146
0.64,1.5207961490787678,1.8645827316641763,1.6776082613905827,-0.547153119871494
0.66,1.5427255062985379,1.9159447835318288,1.6681837462614162,-0.5545201334945499
0.68,1.563490443601748,1.9677318362553122,1.658834960719298,-0.5633146222404652
0.7000000000000001,1.5829633249545105,2.0198851163009945,1.6495645671608983,-0.5734947767712149
0.72,1.601024430159983,2.072345927328772,1.640375268727566,-0.5850169205845969
0.74,1.6175619548583704,2.1250556501920674,1.6312698093053295,-0.5978355100142332
0.76,1.6324720105269235,2.1779557429378307,1.6222509735248976,-0.6119031342295689
0.78,1.6456586244799394,2.230987740806538,1.6133215867616586,-0.6271705152358722
0.8,1.6570337398687616,2.284093256232194,1.6044845151356801,-0.6435865078742353
0.8200000000000001,1.66651721568178,2.3372139788423283,1.5957426655117097,-0.6610980998215734
0.84,1.6740368267444306,2.3902916754579984,1.5870989854991746,-0.6796504115906251
0.86,1.6795282637191962,2.4432681900937894,1.5785564634521818,-0.6991866965299529
0.88,1.682935133105605,2.4960854439578126,1.5701181284695176,-0.7196483408239421
0.9,1.6842089572402326,2.5486854354517066,1.5617870503946483,-0.7409748634928017
0.92,1.6833091742967004,2.6010102401706363,1.5535663398157198,-0.7631039163925641
0.9400000000000001,1.6802031382856757,2.653002010903294,1.5454591480655577,-0.7859712842150852
0.96,1.6748661190548728,2.7046029776319,1.5374686672216675,-0.8095108844880441
0.98,1.6672813022890525,2.7557554475321995,1.5295981301062338,-0.8336547675749435
1.0,1.6574397895100208,2.8064018049734667,1.5218508102861212,-0.8583331166751094
1.02,1.6453405980766311,2.856484511518501,1.5142300220728742,-0.8834742478236912
1.04,1.6309906611847826,2.9059461059236296,1.5067391205227165,-0.9090046098916618
1.06,1.6144048278674212,2.954729204138707,1.499381501436552,-0.9348487845858175
1.08,1.5956058629945389,3.0027764993071138,1.4921606013599638,-0.9609294864487781
1.1,1.5746244472731734,3.0500307617657585,1.485079897583215,-0.9871675628589864
1.12,1.55149917724741,3.096434839045076,1.4781429081412483,-1.0134819940307092
1.1400000000000001,1.5262765652983796,3.141931655869027,1.4713531918136857,-1.0397898930140363
1.16,1.4990110396442595,3.186464214155102,1.4647143481248297,-1.0660065056948806
1.18,1.4697649443402725,3.229975593014317,1.458230017343662,-1.0920452107949798
1.2,1.4386085392786896,3.272408948751213,1.4519038804838433,-1.1178175198718932
1.22,1.405620000188826,3.3137075148638617,1.4457396593037153,-1.143233077319005
1.24,1.370885418637045,3.3538146020438586,1.4397411163062985,-1.1681996603655218
1.26,1.3344656271855013,3.3926864580838814,1.433908392736779,-1.192644029014515
1.28,1.2963932268026075,3.4303157116050373,1.4282322707529325,-1.216580058869315
1.3,1.256808119256453,3.4666784487203257,1.422709772231313,-1.2400211309764235
1.32,1.215854558034132,3.5017521561759586,1.4173384576469996,-1.2629787580988505
1.34,1.1736755552354592,3.5355172965557893,1.4121159583175882,-1.2854643238364285
1.36,1.1304128815729693,3.567957308281311,1.407039976403191,-1.3074890826258136
1.3800000000000001,1.0862070663719177,3.5990586056116567,1.402108284906437,-1.3290641597404849
1.4000000000000001,1.04119739757028,3.6288105786435985,1.3973187276724717,-1.3502005512907447
1.42,0.9955219217187525,3.6572055933115504,1.3926692193889576,-1.3709091242237181
1.44,0.9493174439807505,3.6842389913875655,1.388157745586073,-1.3912006163233543
1.46,0.9027195281324111,3.7099090904813368,1.3837823626365136,-1.4110856362104252
1.48,0.8558624965625913,3.734217184040198,1.3795411977554912,-1.430574663342525
1.5,0.8088794302728682,3.7571675413491215,1.3754324490007344,-1.4496780480140725
1.52,0.7619021688775394,3.778767407530721,1.3714543852724885,-1.4684060113563087
1.54,0.715061310603623,3.79902700354525,1.3676053463135154,-1.486768645337298
1.56,0.6684862122908568,3.8179595261906023,1.363883742709093,-1.504775912761928
1.58,0.6223049893917,3.8355811481023108,1.360288055887017,-1.5224376472719097
1.6,0.5766445159713309,3.851911017753549,1.3568168381175987,-1.539763553345777
1.62,0.5316304247076492,3.866971259455131,1.3534687125136662,-1.5567632062988865
1.6400000000000001,0.4873871068912746,3.8807869733555105,1.3502423730305644,-1.573446052283419
1.6600000000000001,0.44403771242554635,3.893386235440781,1.3471365844661547,-1.589821408288378
1.68,0.4017041498265256,3.9048000975346757,1.3441501824608153,-1.6058984621395893
1.7,0.360507086222992,3.915062587298569,1.3412820734974409,-1.6216862724997037
1.72,0.3205659473564473,3.9242107082314748,1.3385312349014424,-1.6371937688681935
1.74,0.28199891758111195,3.932284439670047,1.335896714840748,-1.652429751581355
1.76,0.2449229398639281,3.9393267367885794,1.3333776323258018,-1.6674028918123072
1.78,0.20945371578455774,3.9453835305990057,1.3309731772095652,-1.6821217315709927
1.8,0.17570570553538256,3.9505037279509008,1.3286826101875158,-1.696594683704177
1.82,0.14379212792150575,3.9547392115314777,1.326505262797648,-1.710830031895449
1.84,0.11382496036074974,3.958144839865591,1.3244405374204722,-1.7248359306652201
1.86,0.0859149388836582,3.960778447315736,1.3224879072790166,-1.7386204053707262
1.8800000000000001,0.06017155813349451,3.962700844082045,1.3206469164388246,-1.7521913522060246
1.9000000000000001,0.03666897215349808,3.9639738511402665,1.3189155003476765,-1.7655876423644372
1.92,0.015397608605900094,3.964655225382323,1.3172887094357055,-1.7789044599737862
1.94,-0.0035939669296436508,3.9648057006712403,1.3157659050714352,-1.7921591248498203
1.96,-0.020260706775829862,3.964486982720749,1.3143467650707277,-1.8053628499122412
1.98,-0.03456572526874235,3.963761530800303,1.3130310274360677,-1.818525431813108
2.0,-0.04648029875785198,3.9626925577350787,1.311818490356562,-1.8316552509368376
