time,x1,x2,x3,x4
0.0,1.0,0.5,2.0,-1.0
0.02,0.9912454918776877,0.5397170155730014,1.9899704776272062,-0.9700259301581955
0.04,0.9849610947985766,0.5789354043121975,1.97988637610718,-0.9407783888851877
0.06,0.9811093738155349,0.6177539762349366,1.9697542531866206,-0.9122864571221664
0.08,0.9796451841354493,0.6562686063798004,1.9595805012713896,-0.8845785484761904
0.1,0.9805458310170115,0.6945728655757397,1.9493728738849574,-0.8576826189507163
0.12,0.9837521746548432,0.7327579440243341,1.9391377112378783,-0.8316302058994219
0.14,0.9891753806864187,0.7709103077972105,1.9288800137105273,-0.806453748589164
0.16,0.9967234401790843,0.80911141336678,1.9186046773138954,-0.782185223875687
0.18,1.0063011696300586,0.847437707606239,1.908316493689588,-0.7588561462036235
0.2,1.0178102109664326,0.8859606277895689,1.898020150109826,-0.7364975676064934
0.22,1.0311490315451692,0.9247466015915352,1.887720229477445,-0.715140077706705
0.24,1.046212924153104,0.9638570470876893,1.8774212103258963,-0.6948138037155539
0.26,1.0628940070069444,1.0033483727543666,1.867127466819245,-0.6755484104332239
0.28,1.0810812237532703,1.043271977468688,1.8568432687521728,-0.6573731002487866
0.3,1.1006603434685338,1.0836742505085586,1.846572781549975,-0.6403166131402012
0.32,1.1215139606590594,1.1245965715526691,1.8363200662685635,-0.6244072266743149
0.34,1.1435214952610433,1.1660753106804944,1.8260890795944638,-0.6096727560068629
0.36,1.1665591926405545,1.2081418283722947,1.8158836738448174,-0.5961405538824678
0.38,1.1905001235935342,1.250822475509115,1.8057075969673806,-0.5838375106346404
0.4,1.2152141843457955,1.2941385933727851,1.7955644925405245,-0.5727900541857792
0.42,1.2405680965530244,1.3381065136459194,1.7854578997732355,-0.5630241500471705
0.44,1.2664254073007781,1.3827375584119181,1.7753912535051155,-0.5545653013189886
0.46,1.2926464891044869,1.428038040154965,1.7653678842063805,-0.5474385486902953
0.48,1.319088539909453,1.4740092617600289,1.7553910179778625,-0.5416684704390407
0.5,1.345605583090851,1.520647516512865,1.7454637765510077,-0.5372791824320622
0.52,1.372048467453728,1.567944088100012,1.7355891772878782,-0.5342943381250853
0.54,1.3982648672330025,1.6158852506087928,1.7257701331811506,-0.5327371285627236
0.56,1.424099282093466,1.6644522685273175,1.7160094528541165,-0.5326302823784782
